memberNumber,purchaseDate,itemName
3400,2015-07-10,dental care
3975,2015-04-29,liquor
3775,2015-11-10,cookware
4893,2015-02-10,soda
1870,2015-12-07,shopping bags
1384,2015-02-22,misc. beverages
4357,2015-09-07,whipped/sour cream
2035,2015-07-01,jam
1715,2015-12-08,bottled water
4557,2015-07-14,coffee
4235,2015-09-18,shopping bags
4041,2015-04-25,white bread
3937,2015-10-08,tea
4577,2015-06-22,mayonnaise
1561,2015-04-02,white bread
4720,2015-01-10,baking powder
1863,2015-06-01,bottled water
3862,2015-03-24,sugar
1838,2015-08-05,chocolate
4694,2015-03-21,shopping bags
3468,2015-01-21,dish cleaner
4872,2015-10-24,baking powder
4626,2015-03-23,potato products
2278,2015-11-10,rolls/buns
4758,2015-11-15,spices
3003,2015-05-08,newspapers
4683,2015-09-26,UHT-milk
1229,2015-07-26,brown bread
2927,2015-12-11,house keeping products
3341,2015-10-06,detergent
2215,2015-02-02,napkins
1711,2015-05-09,specialty chocolate
3491,2015-06-21,newspapers
3505,2015-03-18,ketchup
4669,2015-03-14,kitchen towels
2557,2015-01-29,rolls/buns
4283,2015-04-04,frozen meals
4679,2015-09-18,detergent
2651,2015-01-08,shopping bags
4071,2015-06-26,chocolate
2587,2015-12-11,ketchup
4091,2015-06-30,sliced cheese
3002,2015-12-12,seasonal products
2035,2015-08-10,frozen vegetables
2772,2015-08-05,pastry
3431,2015-07-31,brown bread
2166,2015-07-14,cream cheese
4688,2015-07-07,cat food
1585,2015-10-16,margarine
1308,2015-08-21,waffles
4190,2015-09-30,sugar
3611,2015-09-21,whipped/sour cream
3933,2015-12-02,salty snack
3877,2015-02-06,liquor (appetizer)
4787,2015-08-27,candles
2063,2015-06-02,pastry
1940,2015-02-09,soft cheese
2993,2015-08-16,misc. beverages
2316,2015-02-18,rice
2175,2015-08-16,soda
4445,2015-05-23,domestic eggs
3812,2015-04-04,newspapers
4577,2015-05-29,soups
3248,2015-08-13,flour
4821,2015-12-12,white bread
2835,2015-01-28,bottled water
1998,2015-02-10,chewing gum
3080,2015-02-15,domestic eggs
3864,2015-12-26,butter
1410,2015-07-06,bottled beer
4037,2015-12-26,pasta
1696,2015-06-17,yogurt
3678,2015-07-07,hygiene articles
2644,2015-05-05,pet care
1786,2015-04-23,misc. beverages
2357,2015-11-27,curd
4478,2015-06-20,rice
4294,2015-12-17,flour
1908,2015-01-23,shopping bags
4800,2015-03-11,rum
4265,2015-03-08,whipped/sour cream
4735,2015-05-23,skin care
1290,2015-02-18,margarine
3633,2015-06-13,chocolate
4992,2015-02-24,margarine
1069,2015-12-18,domestic eggs
1563,2015-04-27,waffles
4146,2015-04-11,bottled beer
4745,2015-08-20,long life bakery product
2138,2015-04-01,white bread
3207,2015-04-24,sparkling wine
2672,2015-05-22,flour
1087,2015-06-19,white bread
2259,2015-06-01,roll products
2597,2015-02-04,domestic eggs
2713,2015-09-28,bottled beer
3389,2015-06-30,yogurt
4853,2015-07-23,tea
4788,2015-07-28,fruit/vegetable juice
2957,2015-02-26,seasonal products
4134,2015-09-30,coffee
3773,2015-09-11,margarine
4309,2015-04-13,white bread
4959,2015-10-18,candy
1895,2015-02-13,specialty cheese
1824,2015-03-28,butter
4504,2015-03-02,soups
4109,2015-04-23,margarine
3549,2015-03-14,bottled beer
1293,2015-08-16,shopping bags
2006,2015-10-26,frozen potato products
2918,2015-05-27,waffles
4250,2015-10-25,cake bar
1146,2015-01-30,soft cheese
1173,2015-08-07,newspapers
4324,2015-10-29,napkins
3397,2015-10-28,candy
4990,2015-04-15,baking powder
2548,2015-05-28,flour
4433,2015-10-31,margarine
2912,2015-11-08,coffee
3661,2015-03-04,syrup
3402,2015-01-08,rolls/buns
4650,2015-05-28,roll products
4890,2015-11-08,brown bread
1748,2015-08-14,bottled water
4606,2015-05-30,candy
3079,2015-04-13,soda
3903,2015-04-07,fruit/vegetable juice
4221,2015-05-04,shopping bags
1066,2015-06-12,shopping bags
4762,2015-03-28,abrasive cleaner
4955,2015-12-10,white bread
1416,2015-08-15,fruit/vegetable juice
4761,2015-05-23,ketchup
3956,2015-08-07,canned fish
4125,2015-09-21,pet care
3470,2015-11-22,shopping bags
1899,2015-12-09,chewing gum
2241,2015-01-22,brown bread
2449,2015-08-07,canned beer
3618,2015-07-22,flour
1510,2015-12-24,candy
2804,2015-03-21,white wine
3769,2015-02-16,hygiene articles
4435,2015-12-06,bottled beer
1641,2015-08-11,hygiene articles
1798,2015-12-15,frozen fish
4623,2015-01-09,white bread
2496,2015-06-24,cream cheese
4112,2015-10-14,specialty chocolate
1617,2015-02-07,frozen meals
2849,2015-08-28,napkins
2426,2015-08-19,soda
1895,2015-11-23,long life bakery product
2118,2015-01-16,frozen vegetables
4590,2015-08-19,soda
1851,2015-08-11,ready soups
1186,2015-04-17,detergent
2656,2015-10-19,dish cleaner
3563,2015-08-14,candy
3989,2015-04-26,baking powder
1393,2015-08-26,red/blush wine
1706,2015-04-02,soda
2111,2015-11-12,domestic eggs
3593,2015-04-06,bottled water
4255,2015-09-29,brown bread
4089,2015-03-18,bottled water
3861,2015-02-12,sweet spreads
1358,2015-10-16,Instant food products
3016,2015-04-21,dish cleaner
4563,2015-01-28,baking powder
1074,2015-01-29,candy
4933,2015-02-01,bottled water
4096,2015-05-23,margarine
2087,2015-06-29,dog food
2766,2015-05-27,coffee
2236,2015-04-22,shopping bags
1651,2015-02-04,tea
2423,2015-02-12,seasonal products
2420,2015-07-17,fruit/vegetable juice
4145,2015-02-13,shopping bags
2616,2015-04-09,candy
4323,2015-09-20,cocoa drinks
1792,2015-11-24,chocolate marshmallow
2977,2015-11-26,waffles
4375,2015-01-31,waffles
2232,2015-02-03,whole milk
2905,2015-01-17,brown bread
1912,2015-03-19,liquor (appetizer)
4665,2015-11-05,cake bar
3325,2015-04-24,cream cheese
2153,2015-02-14,shopping bags
1798,2015-06-16,domestic eggs
3934,2015-03-27,margarine
4484,2015-06-06,canned fish
2713,2015-05-08,specialty chocolate
1533,2015-02-10,red/blush wine
1529,2015-03-01,soups
1905,2015-08-25,yogurt
3361,2015-12-19,hygiene articles
2195,2015-09-19,shopping bags
3221,2015-03-17,fruit/vegetable juice
3667,2015-09-15,soda
2129,2015-02-19,bottled water
1233,2015-06-09,shopping bags
2675,2015-09-01,cling film/bags
2701,2015-06-17,salty snack
1788,2015-07-09,yogurt
2876,2015-12-20,shopping bags
4465,2015-12-29,soda
4330,2015-12-07,fruit/vegetable juice
2459,2015-03-01,whipped/sour cream
1739,2015-09-11,photo/film
2524,2015-04-07,chocolate
2273,2015-11-25,soda
4557,2015-08-12,yogurt
2505,2015-02-02,frozen vegetables
3882,2015-08-01,sweet spreads
3308,2015-09-12,napkins
2605,2015-08-30,potato products
4180,2015-04-21,shopping bags
3551,2015-10-14,canned beer
4406,2015-02-02,newspapers
4962,2015-10-04,chocolate
4799,2015-04-17,rolls/buns
1862,2015-10-23,long life bakery product
2043,2015-02-01,brown bread
4440,2015-07-10,yogurt
3139,2015-07-07,soda
4344,2015-10-30,margarine
1616,2015-12-06,frozen meals
3374,2015-07-29,white bread
1881,2015-07-15,baking powder
4372,2015-01-30,brown bread
4036,2015-01-22,whipped/sour cream
2325,2015-10-22,margarine
1951,2015-07-27,bottled beer
1862,2015-10-27,pasta
1877,2015-06-16,cake bar
3236,2015-04-17,dish cleaner
2068,2015-06-02,specialty vegetables
1388,2015-05-08,ice cream
4014,2015-05-27,misc. beverages
1719,2015-08-08,pet care
4167,2015-10-28,sauces
3099,2015-09-04,sugar
1998,2015-02-03,pot plants
3630,2015-07-27,salt
1365,2015-02-01,specialty bar
2878,2015-11-04,pastry
3158,2015-02-14,processed cheese
3842,2015-10-13,organic products
2738,2015-10-31,ice cream
4595,2015-06-11,salty snack
1979,2015-12-16,butter milk
3411,2015-12-03,roll products
4703,2015-10-20,yogurt
1615,2015-11-30,bottled water
1710,2015-03-08,rolls/buns
2699,2015-07-18,sauces
1859,2015-02-04,soda
1997,2015-10-30,soda
4852,2015-01-09,curd
4893,2015-07-22,salt
4985,2015-03-12,pickled vegetables
4428,2015-08-16,coffee
1979,2015-05-09,bottled water
2847,2015-01-04,margarine
3879,2015-01-10,curd
4735,2015-03-30,rolls/buns
2038,2015-10-14,rolls/buns
2132,2015-12-19,newspapers
3560,2015-05-27,detergent
1354,2015-10-18,domestic eggs
4230,2015-05-28,canned beer
4582,2015-03-02,other vegetables
4660,2015-10-16,yogurt
2255,2015-04-21,pot plants
4862,2015-04-26,flower (seeds)
1605,2015-03-02,fruit/vegetable juice
1403,2015-01-11,fruit/vegetable juice
1192,2015-12-27,pastry
1617,2015-07-20,dish cleaner
2806,2015-01-19,canned beer
2749,2015-11-20,long life bakery product
4840,2015-11-22,fruit/vegetable juice
1381,2015-05-07,pastry
1932,2015-06-19,bottled water
4124,2015-11-25,cereals
1412,2015-08-21,shopping bags
1841,2015-12-16,sugar
1736,2015-07-15,soda
1798,2015-06-22,male cosmetics
1004,2015-05-01,cling film/bags
1582,2015-06-10,sparkling wine
3664,2015-02-13,napkins
2225,2015-09-29,waffles
3175,2015-04-29,rolls/buns
1891,2015-01-05,white bread
4306,2015-05-17,napkins
1545,2015-04-01,hair spray
1741,2015-12-05,candles
3289,2015-09-27,rolls/buns
2139,2015-07-03,instant coffee
4362,2015-06-14,seasonal products
4371,2015-05-24,butter
4206,2015-09-09,bottled beer
3185,2015-02-21,newspapers
2440,2015-06-26,house keeping products
3827,2015-08-09,fruit/vegetable juice
1949,2015-04-13,candy
3410,2015-01-20,cream cheese
3530,2015-01-24,rolls/buns
4696,2015-10-03,ready soups
2963,2015-03-01,bottled water
2396,2015-08-21,canned vegetables
1913,2015-02-25,semi-finished bread
4657,2015-12-27,red/blush wine
2641,2015-04-01,male cosmetics
2615,2015-01-19,bottled water
4681,2015-10-31,napkins
1169,2015-12-15,bottled beer
4769,2015-07-10,dishes
2010,2015-05-17,soda
1384,2015-06-28,instant coffee
2788,2015-08-10,salty snack
4628,2015-02-11,specialty chocolate
3838,2015-12-21,cooking chocolate
2965,2015-06-07,coffee
1903,2015-02-17,margarine
4722,2015-01-07,frozen dessert
4209,2015-07-29,long life bakery product
1422,2015-05-13,candy
2995,2015-03-19,bottled water
1094,2015-08-18,salty snack
3827,2015-06-24,chocolate marshmallow
3846,2015-09-01,dental care
3259,2015-02-01,dishes
4278,2015-05-20,canned vegetables
2194,2015-09-09,hygiene articles
2094,2015-03-24,coffee
3511,2015-04-30,newspapers
1428,2015-09-15,napkins
4806,2015-05-07,margarine
3607,2015-02-22,margarine
4587,2015-05-23,seasonal products
3028,2015-11-20,cake bar
1308,2015-01-11,pastry
2417,2015-11-03,newspapers
2573,2015-01-07,brown bread
4862,2015-07-18,soda
1190,2015-06-21,soda
3879,2015-08-03,whole milk
3383,2015-09-19,bottled water
1599,2015-10-10,candy
4689,2015-11-28,pastry
1233,2015-04-07,curd
1301,2015-01-30,roll products
1110,2015-09-22,liquor
3320,2015-04-12,brandy
2679,2015-12-16,chocolate marshmallow
3540,2015-10-27,bottled water
4585,2015-05-17,pastry
3743,2015-12-22,hard cheese
1961,2015-01-13,frozen vegetables
1897,2015-05-01,rolls/buns
4606,2015-11-07,salt
3660,2015-10-14,canned vegetables
2922,2015-06-06,coffee
3800,2015-11-25,newspapers
3762,2015-11-28,photo/film
4317,2015-03-27,cream cheese
3325,2015-04-11,whipped/sour cream
1731,2015-08-26,processed cheese
1327,2015-03-08,shopping bags
4387,2015-12-23,coffee
1740,2015-07-11,yogurt
1006,2015-07-11,skin care
4993,2015-05-25,shopping bags
1888,2015-08-02,waffles
3762,2015-10-31,oil
3785,2015-07-12,newspapers
3116,2015-05-22,pickled vegetables
3705,2015-05-18,rolls/buns
4916,2015-01-11,frozen vegetables
3467,2015-10-20,candy
2523,2015-10-11,shopping bags
2916,2015-08-12,cleaner
3675,2015-11-15,popcorn
1206,2015-02-03,candles
1621,2015-08-28,photo/film
2629,2015-07-09,shopping bags
2712,2015-08-15,shopping bags
2486,2015-04-19,cling film/bags
3166,2015-05-03,house keeping products
3120,2015-01-02,newspapers
4060,2015-10-01,napkins
4443,2015-10-19,dishes
2180,2015-09-27,butter
2552,2015-07-11,coffee
4022,2015-07-10,UHT-milk
2617,2015-08-12,whole milk
2937,2015-04-24,dishes
3516,2015-09-09,bottled beer
3582,2015-06-16,domestic eggs
2022,2015-03-28,UHT-milk
2345,2015-06-09,whole milk
2837,2015-11-05,chewing gum
3715,2015-04-04,bottled water
3010,2015-06-13,hygiene articles
2428,2015-02-11,margarine
4512,2015-08-12,hygiene articles
1194,2015-01-16,honey
2492,2015-03-14,shopping bags
3732,2015-07-14,newspapers
1653,2015-12-20,canned fish
3117,2015-03-19,fruit/vegetable juice
1506,2015-12-25,oil
3110,2015-07-23,Instant food products
2274,2015-02-22,rolls/buns
3074,2015-11-03,shopping bags
4969,2015-09-09,specialty bar
2546,2015-06-04,rolls/buns
4434,2015-01-30,beverages
2931,2015-07-05,seasonal products
1329,2015-01-29,misc. beverages
3797,2015-09-07,fruit/vegetable juice
1525,2015-07-13,sliced cheese
3704,2015-12-03,whole milk
3221,2015-07-28,detergent
1118,2015-03-02,sliced cheese
4891,2015-06-02,cream cheese
2716,2015-09-03,bottled water
1083,2015-07-15,bathroom cleaner
1345,2015-04-08,shopping bags
3122,2015-04-16,white bread
2306,2015-03-17,shopping bags
1410,2015-06-26,pet care
2956,2015-07-22,frozen vegetables
4389,2015-04-22,cake bar
4946,2015-04-24,fruit/vegetable juice
3893,2015-05-19,shopping bags
3401,2015-03-17,yogurt
3082,2015-07-07,cling film/bags
2437,2015-07-06,domestic eggs
3909,2015-11-16,processed cheese
3207,2015-12-06,canned fish
4526,2015-12-19,cake bar
1288,2015-09-28,rolls/buns
1013,2015-01-17,bottled water
1615,2015-06-07,curd cheese
3956,2015-10-26,Instant food products
1868,2015-03-19,chocolate
2863,2015-03-03,bottled beer
3052,2015-10-26,rolls/buns
2612,2015-06-02,newspapers
4362,2015-01-22,yogurt
4512,2015-05-28,chocolate
4176,2015-06-11,waffles
1766,2015-04-15,specialty chocolate
4261,2015-05-29,whisky
4683,2015-03-02,domestic eggs
1443,2015-08-25,dessert
1692,2015-07-26,napkins
2283,2015-11-22,pastry
3562,2015-12-17,newspapers
1004,2015-06-10,chocolate
1405,2015-05-14,bottled beer
2141,2015-04-24,butter
2954,2015-07-17,fruit/vegetable juice
2230,2015-07-14,soda
1765,2015-06-12,baking powder
4735,2015-03-27,pet care
3603,2015-07-20,curd
1774,2015-08-10,cleaner
4018,2015-10-30,dental care
2437,2015-02-25,nut snack
2847,2015-04-28,chocolate
3832,2015-06-07,bottled beer
4433,2015-10-19,hygiene articles
2358,2015-06-26,frozen vegetables
2540,2015-07-23,artif. sweetener
2298,2015-04-12,oil
4618,2015-02-28,specialty chocolate
4667,2015-03-05,chocolate
4527,2015-10-14,frozen vegetables
1521,2015-09-11,margarine
3403,2015-01-21,UHT-milk
3831,2015-03-29,candy
3141,2015-01-04,napkins
2732,2015-03-04,vinegar
3905,2015-04-04,bottled beer
3100,2015-04-16,chocolate
1549,2015-07-17,bottled water
3726,2015-09-03,whole milk
1429,2015-10-19,bottled beer
2928,2015-11-04,frozen fish
3482,2015-01-13,soda
2410,2015-12-06,dish cleaner
4448,2015-12-11,herbs
3095,2015-05-08,canned vegetables
4445,2015-04-25,long life bakery product
3148,2015-04-23,margarine
4746,2015-07-08,semi-finished bread
2814,2015-06-10,newspapers
4494,2015-11-08,newspapers
2631,2015-09-29,waffles
3021,2015-11-15,bottled water
1530,2015-09-05,fruit/vegetable juice
4202,2015-07-12,long life bakery product
3931,2015-06-22,baking powder
1644,2015-07-13,napkins
3149,2015-01-25,napkins
2122,2015-04-06,oil
3831,2015-03-01,whipped/sour cream
3583,2015-03-21,sugar
3848,2015-02-28,cling film/bags
1264,2015-12-11,butter
2060,2015-05-25,brown bread
4116,2015-10-12,newspapers
4727,2015-04-12,beverages
1692,2015-05-04,oil
4370,2015-02-12,long life bakery product
1355,2015-03-29,ice cream
2549,2015-08-20,napkins
2612,2015-06-11,soda
1094,2015-12-11,flour
2932,2015-11-10,waffles
4402,2015-10-09,cleaner
3942,2015-05-06,domestic eggs
2644,2015-03-29,newspapers
3116,2015-03-12,curd
1188,2015-07-04,bottled water
1387,2015-05-31,shopping bags
4468,2015-03-12,sliced cheese
1652,2015-12-06,fruit/vegetable juice
1234,2015-03-16,bottled water
3480,2015-08-31,frozen potato products
3946,2015-04-19,rice
2784,2015-08-10,margarine
3743,2015-08-13,domestic eggs
1859,2015-11-05,softener
1479,2015-03-29,soda
1719,2015-04-25,sliced cheese
1618,2015-07-13,popcorn
3976,2015-10-05,specialty cheese
2482,2015-01-21,misc. beverages
4899,2015-08-27,Instant food products
2364,2015-07-23,bottled water
2478,2015-02-25,dessert
3680,2015-10-25,rolls/buns
2552,2015-06-20,hygiene articles
3676,2015-06-09,honey
1855,2015-07-16,domestic eggs
3582,2015-11-29,cereals
2688,2015-12-21,pastry
3782,2015-05-14,domestic eggs
1427,2015-06-12,sliced cheese
4310,2015-07-07,red/blush wine
2803,2015-10-26,oil
4601,2015-01-05,cream cheese
2027,2015-02-26,domestic eggs
1398,2015-08-23,domestic eggs
1896,2015-07-25,yogurt
3731,2015-08-18,other vegetables
2764,2015-04-18,candy
3909,2015-09-16,mayonnaise
2857,2015-12-12,fruit/vegetable juice
2192,2015-11-21,seasonal products
1507,2015-06-06,processed cheese
4617,2015-11-03,soft cheese
3920,2015-02-17,brandy
1843,2015-09-24,tea
2946,2015-09-20,domestic eggs
1087,2015-12-16,jam
2014,2015-12-19,syrup
1473,2015-02-27,curd cheese
3095,2015-08-17,sliced cheese
4461,2015-05-13,newspapers
3879,2015-12-03,tidbits
3083,2015-06-09,specialty chocolate
1114,2015-04-25,salty snack
2390,2015-08-26,jam
1625,2015-01-10,yogurt
4842,2015-10-19,shopping bags
4798,2015-05-19,popcorn
3127,2015-03-24,flower (seeds)
4051,2015-12-18,white bread
1004,2015-08-19,pastry
3782,2015-09-21,curd
2974,2015-01-01,bottled water
1938,2015-09-25,butter
4973,2015-05-28,newspapers
3065,2015-12-28,waffles
2704,2015-08-02,bottled beer
3083,2015-09-19,brown bread
